Epoch,Time(s),Loss,F1
00775,4.3822,0.1132,0.3458
00776,4.3822,0.1112,0.2534
00777,4.3822,0.1083,0.1666
00778,4.3822,0.1106,0.2733
00779,4.3822,0.1085,0.2742
00780,4.3822,0.1092,0.1612
00781,4.3822,0.1096,0.2489
00782,4.3822,0.1088,0.2883
00783,4.3822,0.1092,0.1730
00784,4.3822,0.1091,0.2377
00785,4.3822,0.1083,0.3161
00786,4.3822,0.1088,0.1941
00787,4.3822,0.1087,0.2439
00788,4.3822,0.1075,0.3224
00789,4.3822,0.1086,0.1935
00790,4.3822,0.1085,0.2405
00791,4.3822,0.1074,0.3368
00792,4.3822,0.1086,0.2006
00793,4.3824,0.1078,0.2247
00794,4.3825,0.1073,0.3361
00795,4.3824,0.1081,0.2312
00796,4.3825,0.1070,0.2266
00797,4.3825,0.1071,0.3201
00798,4.3825,0.1072,0.2584
00799,4.3825,0.1064,0.2357
00800,4.3825,0.1067,0.3074
00801,4.3825,0.1063,0.2863
00802,4.3825,0.1060,0.2434
00803,4.3825,0.1063,0.2883
00804,4.3825,0.1061,0.3093
00805,4.3826,0.1060,0.2521
00806,4.3827,0.1061,0.3006
00807,4.3827,0.1057,0.3053
00808,4.3828,0.1056,0.2548
00809,4.3828,0.1056,0.3124
00810,4.3828,0.1054,0.2932
00811,4.3828,0.1052,0.2747
00812,4.3827,0.1051,0.3237
00813,4.3827,0.1051,0.2609
00814,4.3826,0.1051,0.3320
00815,4.3826,0.1052,0.2680
00816,4.3826,0.1066,0.3376
00817,4.3826,0.1130,0.1885
00818,4.3827,0.1208,0.3537
00819,4.3827,0.1163,0.2663
00820,4.3827,0.1087,0.3503
00821,4.3827,0.1147,0.2836
00822,4.3827,0.1300,0.1546
00823,4.3827,0.1273,0.4045
00824,4.3827,0.1186,0.2512
00825,4.3827,0.1085,0.2950
00826,4.3827,0.1125,0.3009
00827,4.3827,0.1058,0.3662
00828,4.3826,0.1091,0.2174
00829,4.3826,0.1095,0.3328
00830,4.3826,0.1089,0.2758
00831,4.3826,0.1072,0.3064
00832,4.3827,0.1066,0.3392
00833,4.3827,0.1066,0.2171
00834,4.3827,0.1051,0.3546
00835,4.3827,0.1075,0.2520
00836,4.3827,0.1058,0.3223
00837,4.3827,0.1061,0.3232
00838,4.3826,0.1040,0.2692
00839,4.3826,0.1045,0.3038
00840,4.3826,0.1041,0.3147
00841,4.3826,0.1023,0.3301
00842,4.3826,0.1040,0.2948
00843,4.3826,0.1023,0.3410
00844,4.3826,0.1025,0.2916
00845,4.3826,0.1020,0.3608
00846,4.3826,0.1010,0.3121
00847,4.3826,0.1008,0.3405
00848,4.3826,0.0996,0.3718
00849,4.3826,0.0989,0.3255
00850,4.3826,0.0986,0.4055
00851,4.3826,0.0974,0.3404
00852,4.3826,0.0965,0.4396
00853,4.3826,0.0954,0.2895
00854,4.3826,0.0962,0.5356
00855,4.3826,0.0965,0.0804
00856,4.3826,0.1118,0.5570
00857,4.3826,0.0963,0.2571
00858,4.3826,0.0971,0.4418
00859,4.3825,0.0922,0.5571
00860,4.3825,0.0974,0.0762
00861,4.3825,0.1181,0.5220
00862,4.3825,0.0908,0.5571
00863,4.3825,0.0954,0.0429
00864,4.3825,0.1349,0.4866
00865,4.3825,0.1062,0.2111
00866,4.3825,0.1669,0.0688
00867,4.3825,0.1822,0.2736
00868,4.3825,0.2545,0.1236
00869,4.3824,0.2045,0.0546
00870,4.3825,0.1732,0.3044
00871,4.3825,0.1360,0.2332
00872,4.3825,0.1257,0.0230
00873,4.3824,0.1398,0.1021
00874,4.3824,0.1294,0.0171
00875,4.3824,0.1251,0.0003
00876,4.3824,0.1264,0.0014
00877,4.3824,0.1223,0.0416
00878,4.3824,0.1229,0.0704
00879,4.3824,0.1201,0.0777
00880,4.3824,0.1222,0.1342
00881,4.3824,0.1195,0.1010
00882,4.3824,0.1196,0.0387
00883,4.3824,0.1193,0.0246
00884,4.3824,0.1199,0.0401
00885,4.3824,0.1196,0.0885
00886,4.3824,0.1199,0.0923
00887,4.3824,0.1193,0.0586
00888,4.3824,0.1189,0.0610
00889,4.3824,0.1188,0.1012
00890,4.3824,0.1184,0.1187
00891,4.3824,0.1181,0.1013
00892,4.3824,0.1181,0.1003
00893,4.3824,0.1176,0.1159
00894,4.3824,0.1175,0.1008
00895,4.3824,0.1169,0.1113
00896,4.3824,0.1164,0.1741
00897,4.3823,0.1165,0.1133
00898,4.3823,0.1163,0.1867
00899,4.3823,0.1163,0.0922
00900,4.3824,0.1161,0.1786
00901,4.3824,0.1158,0.1249
00902,4.3823,0.1154,0.1394
00903,4.3824,0.1151,0.1554
00904,4.3824,0.1151,0.1068
00905,4.3825,0.1151,0.1594
00906,4.3826,0.1148,0.1465
00907,4.3826,0.1145,0.1365
00908,4.3827,0.1143,0.1748
00909,4.3827,0.1143,0.1195
00910,4.3826,0.1142,0.1920
00911,4.3826,0.1140,0.1428
00912,4.3826,0.1137,0.1817
00913,4.3826,0.1134,0.1630
00914,4.3826,0.1131,0.1683
00915,4.3825,0.1129,0.1962
00916,4.3825,0.1127,0.1533
00917,4.3825,0.1126,0.2365
00918,4.3826,0.1130,0.0828
00919,4.3826,0.1151,0.3196
00920,4.3826,0.1178,0.0291
00921,4.3826,0.1235,0.1953
00922,4.3826,0.1119,0.3149
00923,4.3826,0.1223,0.0835
00924,4.3826,0.1165,0.0701
00925,4.3826,0.1175,0.2549
00926,4.3825,0.1149,0.2561
00927,4.3825,0.1158,0.0971
00928,4.3825,0.1142,0.0747
00929,4.3825,0.1155,0.2232
00930,4.3825,0.1128,0.2713
00931,4.3825,0.1146,0.1366
00932,4.3825,0.1123,0.0965
00933,4.3825,0.1138,0.2114
00934,4.3825,0.1115,0.2748
00935,4.3825,0.1131,0.1758
00936,4.3825,0.1112,0.1243
00937,4.3825,0.1123,0.1966
00938,4.3825,0.1108,0.2690
00939,4.3825,0.1118,0.2024
00940,4.3825,0.1104,0.1485
00941,4.3825,0.1111,0.1996
00942,4.3825,0.1101,0.2671
00943,4.3825,0.1106,0.2189
00944,4.3825,0.1097,0.1769
00945,4.3824,0.1100,0.2185
00946,4.3824,0.1095,0.2564
00947,4.3824,0.1096,0.2105
00948,4.3824,0.1091,0.2009
00949,4.3824,0.1091,0.2504
00950,4.3825,0.1088,0.2463
00951,4.3825,0.1086,0.2062
00952,4.3825,0.1085,0.2386
00953,4.3825,0.1082,0.2644
00954,4.3825,0.1081,0.2317
00955,4.3825,0.1079,0.2351
00956,4.3825,0.1077,0.2646
00957,4.3825,0.1076,0.2521
00958,4.3825,0.1073,0.2418
00959,4.3825,0.1072,0.2672
00960,4.3825,0.1070,0.2633
00961,4.3824,0.1069,0.2451
00962,4.3824,0.1068,0.2692
00963,4.3824,0.1066,0.2719
00964,4.3824,0.1065,0.2520
00965,4.3824,0.1064,0.2710
00966,4.3824,0.1062,0.2743
00967,4.3824,0.1061,0.2583
00968,4.3824,0.1060,0.2799
00969,4.3824,0.1058,0.2694
00970,4.3824,0.1057,0.2681
00971,4.3824,0.1056,0.2831
00972,4.3824,0.1055,0.2709
00973,4.3824,0.1054,0.2776
00974,4.3824,0.1053,0.2806
00975,4.3824,0.1051,0.2785
00976,4.3824,0.1050,0.2868
00977,4.3824,0.1049,0.2747
00978,4.3824,0.1048,0.2997
00979,4.3824,0.1047,0.2717
00980,4.3824,0.1047,0.3199
00981,4.3824,0.1047,0.2335
00982,4.3823,0.1053,0.3771
00983,4.3824,0.1070,0.1116
00984,4.3824,0.1147,0.3975
00985,4.3823,0.1091,0.1981
00986,4.3823,0.1088,0.3166
00987,4.3823,0.1047,0.3812
00988,4.3823,0.1066,0.1425
00989,4.3824,0.1118,0.3433
00990,4.3824,0.1045,0.3804
00991,4.3824,0.1064,0.1310
00992,4.3824,0.1117,0.3281
00993,4.3824,0.1034,0.4148
00994,4.3824,0.1082,0.1108
00995,4.3824,0.1133,0.3066
00996,4.3824,0.1025,0.4439
00997,4.3824,0.1095,0.1129
00998,4.3824,0.1121,0.3578
00999,4.3824,0.1001,0.4276
